Time [s], Analyzer Name, Decoded Protocol Result
5.002883000000000,Async Serial,s
5.003736500000000,Async Serial,' '
5.004591000000000,Async Serial,C
5.005441000000000,Async Serial,u
5.006290500000000,Async Serial,a
5.007140500000000,Async Serial,r
5.007992000000000,Async Serial,e
5.008849500000000,Async Serial,n
5.009703000000000,Async Serial,t
5.010553000000000,Async Serial,a
5.011403000000000,Async Serial,' '
5.012257500000000,Async Serial,y
5.013108500000000,Async Serial,' '
5.013967000000000,Async Serial,C
5.014817000000000,Async Serial,i
5.015671000000000,Async Serial,n
5.016520500000000,Async Serial,c
5.017374500000000,Async Serial,o
5.018225500000000,Async Serial,' '
5.019083500000000,Async Serial,P
5.019933500000000,Async Serial,e
5.020787500000000,Async Serial,s
5.753730000000000,Async Serial,o
5.754579500000000,Async Serial,s
5.755429500000000,Async Serial,' '
5.756280000000000,Async Serial,0
5.757131500000000,Async Serial,0
5.757989500000000,Async Serial,/
5.758847000000000,Async Serial,1
5.759697000000000,Async Serial,0
5.760547500000000,Async Serial,0
5.761397500000000,Async Serial,' '
5.762249500000000,Async Serial,M
5.763103000000000,Async Serial,.
5.763960500000000,Async Serial,N
5.764810500000000,Async Serial,.
5.765664000000000,Async Serial,)
5.766515500000000,Async Serial,\n
6.499458500000000,Async Serial,P
6.500312500000000,Async Serial,r
6.501162500000000,Async Serial,e
6.502014000000000,Async Serial,c
6.502867500000000,Async Serial,i
6.503717500000000,Async Serial,o
6.504567000000000,Async Serial,' '
6.505421500000000,Async Serial,U
6.506271500000000,Async Serial,.
6.507123000000000,Async Serial,' '
6.507981000000000,Async Serial,' '
6.508831500000000,Async Serial,$
6.509681500000000,Async Serial,9
6.510531500000000,Async Serial,.
6.511385000000000,Async Serial,5
6.512236500000000,Async Serial,0
6.513096000000000,Async Serial,\n
7.246039000000000,Async Serial,0
7.246897000000000,Async Serial,4
7.247754500000000,Async Serial,/
7.248604000000000,Async Serial,0
7.249458000000000,Async Serial,9
7.250308000000000,Async Serial,/
7.251159500000000,Async Serial,2
7.252017000000000,Async Serial,3
7.252874500000000,Async Serial,' '
7.253725000000000,Async Serial,' '
7.254575500000000,Async Serial,5
7.255425500000000,Async Serial,:
7.256277000000000,Async Serial,0
7.257135000000000,Async Serial,0
7.257993000000000,Async Serial,:
7.258842500000000,Async Serial,4
7.259692500000000,Async Serial,5
7.260540000000000,Async Serial,\n
7.993483500000000,Async Serial,U
7.994333000000000,Async Serial,n
7.995186500000000,Async Serial,i
7.996038000000000,Async Serial,t
7.996895500000000,Async Serial,' '
7.997754000000000,Async Serial,0
7.998604000000000,Async Serial,0
7.999454500000000,Async Serial,2
8.000306000000000,Async Serial,\n
8.733252999999999,Async Serial,F
8.734102999999999,Async Serial,O
8.734952500000000,Async Serial,L
8.735799999999999,Async Serial,I
8.736658000000000,Async Serial,O
8.737507500000000,Async Serial,' '
8.738361500000000,Async Serial,' '
8.739212000000000,Async Serial,' '
8.740062500000001,Async Serial,' '
8.740914500000001,Async Serial,' '
8.741772500000000,Async Serial,1
8.742623999999999,Async Serial,\n
9.475571000000000,Async Serial,'27'
9.475845000000000,Async Serial,!
9.476113000000000,Async Serial,'16'
9.478109000000000,Async Serial,'27'
9.478377000000000,Async Serial,!
9.478645000000000,Async Serial,0
9.480645500000000,Async Serial,L
9.481503500000001,Async Serial,I
9.482353500000000,Async Serial,T
9.483203500000000,Async Serial,R
9.484053500000000,Async Serial,O
9.484904500000001,Async Serial,S
9.485761999999999,Async Serial,' '
9.486620000000000,Async Serial,' '
9.487470500000001,Async Serial,' '
9.488320999999999,Async Serial,' '
9.489171499999999,Async Serial,3
9.490019000000000,Async Serial,6
9.490876999999999,Async Serial,.
9.491734500000000,Async Serial,3
9.492585999999999,Async Serial,\n
