Time[s], Channel 0, Channel 1
4.667122000000000, 1, 0
4.667148000000000, 1, 1
4.667200500000000, 1, 0
4.667227000000000, 1, 1
4.667845000000000, 1, 0
4.667897000000000, 1, 1
4.667975500000000, 1, 0
4.668002000000000, 1, 1
4.668054500000000, 1, 0
4.668080499999999, 1, 1
4.668694500000000, 1, 0
4.668720000000000, 1, 1
4.668773000000000, 1, 0
4.668851500000000, 1, 1
4.668903999999999, 1, 0
4.668930500000000, 1, 1
4.669548000000000, 1, 0
4.669574000000000, 1, 1
4.669678500000000, 1, 0
4.669705000000000, 1, 1
4.669757500000000, 1, 0
4.669783499999999, 1, 1
4.670399000000000, 1, 0
4.670556500000000, 1, 1
4.670583000000000, 1, 0
4.670635499999999, 1, 1
4.671257000000000, 1, 0
4.671388500000000, 1, 1
4.671415000000000, 1, 0
4.671441000000000, 1, 1
4.671467499999999, 1, 0
4.671493500000000, 1, 1
4.672107500000000, 1, 0
4.672133000000000, 1, 1
4.672159499999999, 1, 0
4.672185499999999, 1, 1
4.672212000000000, 1, 0
4.672264500000000, 1, 1
4.672317000000000, 1, 0
4.672343500000000, 1, 1
4.672961500000000, 1, 0
4.672987000000000, 1, 1
4.673039500000000, 1, 0
4.673092000000000, 1, 1
4.673171000000000, 1, 0
4.673197000000000, 1, 1
5.405893000000000, 1, 0
5.405919000000000, 1, 1
5.406023500000000, 1, 0
5.406050000000000, 1, 1
5.406102499999999, 1, 0
5.406128499999999, 1, 1
5.406742500000000, 1, 0
5.406768000000000, 1, 1
5.406821000000000, 1, 0
5.406873500000000, 1, 1
5.406952000000000, 1, 0
5.406978000000000, 1, 1
5.407592500000000, 1, 0
5.407750000000000, 1, 1
5.407776500000000, 1, 0
5.407829000000000, 1, 1
5.408442500000000, 1, 0
5.408574000000000, 1, 1
5.408626500000000, 1, 0
5.408678999999999, 1, 1
5.409294500000000, 1, 0
5.409425499999999, 1, 1
5.409478500000000, 1, 0
5.409530999999999, 1, 1
5.410152500000000, 1, 0
5.410178000000000, 1, 1
5.410283000000000, 1, 0
5.410309000000000, 1, 1
5.410335500000000, 1, 0
5.410388000000000, 1, 1
5.411009500000000, 1, 0
5.411035500000000, 1, 1
5.411061999999999, 1, 0
5.411140500000000, 1, 1
5.411193500000000, 1, 0
5.411245999999999, 1, 1
5.411860000000000, 1, 0
5.411991000000000, 1, 1
5.412043499999999, 1, 0
5.412096500000000, 1, 1
5.412710000000000, 1, 0
5.412841500000000, 1, 1
5.412894000000000, 1, 0
5.412946499999999, 1, 1
5.413559999999999, 1, 0
5.413717999999999, 1, 1
5.413743999999999, 1, 0
5.413796500000000, 1, 1
5.414412000000000, 1, 0
5.414438000000000, 1, 1
5.414464499999999, 1, 0
5.414490499999999, 1, 1
5.414543000000000, 1, 0
5.414595500000000, 1, 1
5.414622000000000, 1, 0
5.414648000000000, 1, 1
5.415266000000000, 1, 0
5.415318000000000, 1, 1
5.415397000000000, 1, 0
5.415423000000000, 1, 1
5.415449499999999, 1, 0
5.415502000000000, 1, 1
5.416123499999999, 1, 0
5.416175500000000, 1, 1
5.416254500000000, 1, 0
5.416307000000000, 1, 1
5.416333000000000, 1, 0
5.416359500000000, 1, 1
5.416973000000000, 1, 0
5.417025499999999, 1, 1
5.417104000000000, 1, 0
5.417129999999999, 1, 1
5.417156500000000, 1, 0
5.417209000000000, 1, 1
5.417827000000000, 1, 0
5.417852500000000, 1, 1
5.417879000000000, 1, 0
5.417931500000000, 1, 1
5.417958000000000, 1, 0
5.417984000000000, 1, 1
5.418010499999999, 1, 0
5.418063000000000, 1, 1
5.418678500000000, 1, 0
5.418730500000000, 1, 1
5.418756999999999, 1, 0
5.418782999999999, 1, 1
5.418809500000000, 1, 0
5.418914500000000, 1, 1
6.151610000000000, 1, 0
6.151741500000000, 1, 1
6.151768000000000, 1, 0
6.151794000000000, 1, 1
6.151820499999999, 1, 0
6.151846500000000, 1, 1
6.152464500000000, 1, 0
6.152516500000000, 1, 1
6.152543000000000, 1, 0
6.152595499999999, 1, 1
6.152674500000000, 1, 0
6.152700500000000, 1, 1
6.153314500000000, 1, 0
6.153340000000000, 1, 1
6.153366500000000, 1, 0
6.153392500000000, 1, 1
6.153419000000000, 1, 0
6.153471499999999, 1, 1
6.153524000000000, 1, 0
6.153550000000000, 1, 1
6.154165500000000, 1, 0
6.154191500000000, 1, 1
6.154243999999999, 1, 0
6.154323000000000, 1, 1
6.154375500000000, 1, 0
6.154401500000000, 1, 1
6.155019500000000, 1, 0
6.155044999999999, 1, 1
6.155071500000000, 1, 0
6.155124000000000, 1, 1
6.155150500000000, 1, 0
6.155176500000000, 1, 1
6.155228999999999, 1, 0
6.155255500000000, 1, 1
6.155869000000000, 1, 0
6.155895000000000, 1, 1
6.156000000000000, 1, 0
6.156026000000000, 1, 1
6.156078500000000, 1, 0
6.156104500000000, 1, 1
6.156718499999999, 1, 0
6.156876000000000, 1, 1
6.156902499999999, 1, 0
6.156955000000000, 1, 1
6.157572999999999, 1, 0
6.157598999999999, 1, 1
6.157625500000000, 1, 0
6.157651500000000, 1, 1
6.157678000000000, 1, 0
6.157704000000000, 1, 1
6.157730500000000, 1, 0
6.157756500000000, 1, 1
6.157782999999999, 1, 0
6.157808999999999, 1, 1
6.158423000000000, 1, 0
6.158475500000000, 1, 1
6.158554000000000, 1, 0
6.158580000000000, 1, 1
6.158606499999999, 1, 0
6.158659000000000, 1, 1
6.159274500000000, 1, 0
6.159432000000000, 1, 1
6.159458500000000, 1, 0
6.159510999999999, 1, 1
6.160132500000000, 1, 0
6.160290499999999, 1, 1
6.160316500000000, 1, 0
6.160368999999999, 1, 1
6.160983000000000, 1, 0
6.161061500000000, 1, 1
6.161087999999999, 1, 0
6.161140500000000, 1, 1
6.161167000000000, 1, 0
6.161219500000000, 1, 1
6.161833000000000, 1, 0
6.161859000000000, 1, 1
6.161885499999999, 1, 0
6.161938000000000, 1, 1
6.162016500000000, 1, 0
6.162069000000000, 1, 1
6.162682999999999, 1, 0
6.162735000000000, 1, 1
6.162814000000000, 1, 0
6.162840000000000, 1, 1
6.162866500000000, 1, 0
6.162919000000000, 1, 1
6.163536499999999, 1, 0
6.163562499999999, 1, 1
6.163589000000000, 1, 0
6.163615000000000, 1, 1
6.163641500000000, 1, 0
6.163667500000000, 1, 1
6.163720000000000, 1, 0
6.163772499999999, 1, 1
6.164388000000000, 1, 0
6.164519500000000, 1, 1
6.164572000000000, 1, 0
6.164624500000000, 1, 1
6.165247500000000, 1, 0
6.165299500000000, 1, 1
6.165325999999999, 1, 0
6.165351999999999, 1, 1
6.165378500000000, 1, 0
6.165483999999999, 1, 1
6.898179499999999, 1, 0
6.898311000000000, 1, 1
6.898363499999999, 1, 0
6.898416000000000, 1, 1
6.899037499999999, 1, 0
6.899115999999999, 1, 1
6.899142500000000, 1, 0
6.899168500000000, 1, 1
6.899221000000000, 1, 0
6.899273500000000, 1, 1
6.899895000000000, 1, 0
6.899921000000000, 1, 1
6.900026000000000, 1, 0
6.900052000000000, 1, 1
6.900078499999999, 1, 0
6.900131000000000, 1, 1
6.900745000000000, 1, 0
6.900875999999999, 1, 1
6.900928500000000, 1, 0
6.900981000000000, 1, 1
6.901599000000000, 1, 0
6.901624500000000, 1, 1
6.901650999999999, 1, 0
6.901703500000000, 1, 1
6.901782000000000, 1, 0
6.901834999999999, 1, 1
6.902449000000000, 1, 0
6.902474499999999, 1, 1
6.902579500000000, 1, 0
6.902606000000000, 1, 1
6.902632000000000, 1, 0
6.902684499999999, 1, 1
6.903300000000000, 1, 0
6.903352500000000, 1, 1
6.903378500000000, 1, 0
6.903430999999999, 1, 1
6.903484000000000, 1, 0
6.903536500000000, 1, 1
6.904158000000000, 1, 0
6.904183499999999, 1, 1
6.904236000000000, 1, 0
6.904288999999999, 1, 1
6.904341500000000, 1, 0
6.904394000000000, 1, 1
6.905015499999999, 1, 0
6.905173000000000, 1, 1
6.905199499999999, 1, 0
6.905252000000000, 1, 1
6.905865500000000, 1, 0
6.906023500000000, 1, 1
6.906049500000000, 1, 0
6.906102000000000, 1, 1
6.906716500000000, 1, 0
6.906741999999999, 1, 1
6.906768500000000, 1, 0
6.906794499999999, 1, 1
6.906821000000000, 1, 0
6.906847000000000, 1, 1
6.906899999999999, 1, 0
6.906952500000000, 1, 1
6.907566000000000, 1, 0
6.907618500000000, 1, 1
6.907644500000000, 1, 0
6.907671000000000, 1, 1
6.907749500000000, 1, 0
6.907801999999999, 1, 1
6.908417500000000, 1, 0
6.908549000000000, 1, 1
6.908601500000000, 1, 0
6.908653999999999, 1, 1
6.909275500000000, 1, 0
6.909406499999999, 1, 1
6.909459500000000, 1, 0
6.909511999999999, 1, 1
6.910133500000000, 1, 0
6.910185500000000, 1, 1
6.910212000000000, 1, 0
6.910238000000000, 1, 1
6.910317000000000, 1, 0
6.910369500000000, 1, 1
6.910983000000000, 1, 0
6.911061500000000, 1, 1
6.911087999999999, 1, 0
6.911114000000000, 1, 1
6.911166499999999, 1, 0
6.911219000000000, 1, 1
6.911833000000000, 1, 0
6.911859000000000, 1, 1
6.911885499999999, 1, 0
6.911911500000000, 1, 1
6.911937999999999, 1, 0
6.911963999999999, 1, 1
6.912016500000000, 1, 0
6.912069000000000, 1, 1
6.912680500000000, 1, 0
6.912732500000000, 1, 1
6.912758999999999, 1, 0
6.912785000000000, 1, 1
6.912811500000000, 1, 0
6.912916999999999, 1, 1
7.645613000000000, 1, 0
7.645639000000000, 1, 1
7.645665500000000, 1, 0
7.645691500000000, 1, 1
7.645718000000000, 1, 0
7.645744000000000, 1, 1
7.645770499999999, 1, 0
7.645796499999999, 1, 1
7.645823000000000, 1, 0
7.645848999999999, 1, 1
7.646463000000000, 1, 0
7.646515000000000, 1, 1
7.646593999999999, 1, 0
7.646620000000000, 1, 1
7.646672499999999, 1, 0
7.646698499999999, 1, 1
7.647316500000000, 1, 0
7.647342000000000, 1, 1
7.647368500000000, 1, 0
7.647421000000000, 1, 1
7.647447499999999, 1, 0
7.647473499999999, 1, 1
7.647526000000000, 1, 0
7.647552500000000, 1, 1
7.648168000000000, 1, 0
7.648246500000000, 1, 1
7.648272500000000, 1, 0
7.648299000000000, 1, 1
7.648377500000000, 1, 0
7.648403500000000, 1, 1
7.649025500000000, 1, 0
7.649183000000000, 1, 1
7.649209500000000, 1, 0
7.649261999999999, 1, 1
7.649883500000000, 1, 0
7.650014499999999, 1, 1
7.650067000000000, 1, 0
7.650119500000000, 1, 1
7.650734000000000, 1, 0
7.650865000000000, 1, 1
7.650917499999999, 1, 0
7.650970000000000, 1, 1
7.651584000000000, 1, 0
7.651636000000000, 1, 1
7.651662500000000, 1, 0
7.651714999999999, 1, 1
7.651767500000000, 1, 0
7.651820000000000, 1, 1
7.652435499999999, 1, 0
7.652487499999999, 1, 1
7.652514000000000, 1, 0
7.652539999999999, 1, 1
7.652566500000000, 1, 0
7.652672000000000, 1, 1
8.385371500000000, 1, 0
8.385423500000000, 1, 1
8.385475999999999, 1, 0
8.385555000000000, 1, 1
8.385581499999999, 1, 0
8.385607499999999, 1, 1
8.386221500000000, 1, 0
8.386247500000000, 1, 1
8.386352000000000, 1, 0
8.386404499999999, 1, 1
8.386431000000000, 1, 0
8.386457000000000, 1, 1
8.387070999999999, 1, 0
8.387149500000000, 1, 1
8.387202000000000, 1, 0
8.387254499999999, 1, 1
8.387281000000000, 1, 0
8.387307000000000, 1, 1
8.387919000000000, 1, 0
8.387944500000000, 1, 1
8.387971000000000, 1, 0
8.388023499999999, 1, 1
8.388050000000000, 1, 0
8.388102500000000, 1, 1
8.388128999999999, 1, 0
8.388154999999999, 1, 1
8.388776499999999, 1, 0
8.388802499999999, 1, 1
8.388907000000000, 1, 0
8.388959500000000, 1, 1
8.388985999999999, 1, 0
8.389012500000000, 1, 1
8.389626000000000, 1, 0
8.389783500000000, 1, 1
8.389809999999999, 1, 0
8.389862500000000, 1, 1
8.390480499999999, 1, 0
8.390637999999999, 1, 1
8.390664500000000, 1, 0
8.390717000000000, 1, 1
8.391330500000000, 1, 0
8.391487999999999, 1, 1
8.391514500000000, 1, 0
8.391567000000000, 1, 1
8.392180999999999, 1, 0
8.392338499999999, 1, 1
8.392365000000000, 1, 0
8.392417499999999, 1, 1
8.393032999999999, 1, 0
8.393190499999999, 1, 1
8.393217000000000, 1, 0
8.393269499999999, 1, 1
8.393891000000000, 1, 0
8.393917000000000, 1, 1
8.393943000000000, 1, 0
8.394022000000000, 1, 1
8.394074500000000, 1, 0
8.394126999999999, 1, 1
8.394742500000000, 1, 0
8.394795000000000, 1, 1
8.394821000000000, 1, 0
8.394847499999999, 1, 1
8.394873499999999, 1, 0
8.394978999999999, 1, 1
9.127678500000000, 1, 0
9.127704500000000, 1, 1
9.127756999999999, 1, 0
9.127782999999999, 1, 1
9.127835500000000, 1, 0
9.127914499999999, 1, 1
9.127952499999999, 1, 0
9.127977999999999, 1, 1
9.128004499999999, 1, 0
9.128110000000000, 1, 1
9.128136000000000, 1, 0
9.128188500000000, 1, 1
9.128220499999999, 1, 0
9.128352000000000, 1, 1
9.128378500000000, 1, 0
9.128456999999999, 1, 1
9.130216500000000, 1, 0
9.130241999999999, 1, 1
9.130295000000000, 1, 0
9.130321000000000, 1, 1
9.130373499999999, 1, 0
9.130452499999999, 1, 1
9.130484500000000, 1, 0
9.130509999999999, 1, 1
9.130536500000000, 1, 0
9.130641499999999, 1, 1
9.130668000000000, 1, 0
9.130720499999999, 1, 1
9.130752500000000, 1, 0
9.130884000000000, 1, 1
9.130936499999999, 1, 0
9.130989000000000, 1, 1
9.132752999999999, 1, 0
9.132831500000000, 1, 1
9.132883999999999, 1, 0
9.132937000000000, 1, 1
9.132963000000000, 1, 0
9.132989499999999, 1, 1
9.133611000000000, 1, 0
9.133636500000000, 1, 1
9.133663000000000, 1, 0
9.133715499999999, 1, 1
9.133742000000000, 1, 0
9.133794499999999, 1, 1
9.133820999999999, 1, 0
9.133846999999999, 1, 1
9.134461000000000, 1, 0
9.134539499999999, 1, 1
9.134565499999999, 1, 0
9.134592000000000, 1, 1
9.134618000000000, 1, 0
9.134644500000000, 1, 1
9.134670999999999, 1, 0
9.134696999999999, 1, 1
9.135311000000000, 1, 0
9.135363000000000, 1, 1
9.135389499999999, 1, 0
9.135441999999999, 1, 1
9.135467999999999, 1, 0
9.135494500000000, 1, 1
9.135520500000000, 1, 0
9.135546999999999, 1, 1
9.136160499999999, 1, 0
9.136186499999999, 1, 1
9.136291500000000, 1, 0
9.136343999999999, 1, 1
9.136370500000000, 1, 0
9.136396500000000, 1, 1
9.137012000000000, 1, 0
9.137038000000000, 1, 1
9.137090499999999, 1, 0
9.137143000000000, 1, 1
9.137169000000000, 1, 0
9.137195499999999, 1, 1
9.137222000000000, 1, 0
9.137248000000000, 1, 1
9.137869499999999, 1, 0
9.138026999999999, 1, 1
9.138053500000000, 1, 0
9.138105999999999, 1, 1
9.138727500000000, 1, 0
9.138885000000000, 1, 1
9.138911499999999, 1, 0
9.138964000000000, 1, 1
9.139578000000000, 1, 0
9.139735500000000, 1, 1
9.139761999999999, 1, 0
9.139814500000000, 1, 1
9.140428000000000, 1, 0
9.140585999999999, 1, 1
9.140611999999999, 1, 0
9.140664500000000, 1, 1
9.141278999999999, 1, 0
9.141304500000000, 1, 1
9.141356999999999, 1, 0
9.141409999999999, 1, 1
9.141462499999999, 1, 0
9.141515000000000, 1, 1
9.142126500000000, 1, 0
9.142178500000000, 1, 1
9.142230999999999, 1, 0
9.142257499999999, 1, 1
9.142310000000000, 1, 0
9.142362499999999, 1, 1
9.142984499999999, 1, 0
9.143036499999999, 1, 1
9.143115000000000, 1, 0
9.143141499999999, 1, 1
9.143167499999999, 1, 0
9.143219999999999, 1, 1
9.143841999999999, 1, 0
9.143867499999999, 1, 1
9.143920000000000, 1, 0
9.143972500000000, 1, 1
9.144024999999999, 1, 0
9.144077500000000, 1, 1
9.144693499999999, 1, 0
9.144745499999999, 1, 1
9.144772000000000, 1, 0
9.144798000000000, 1, 1
9.144824500000000, 1, 0
9.144929500000000, 1, 1
10.597111499999999, 1, 0
10.597137499999999, 1, 1
10.597189999999999, 1, 0
10.597216000000000, 1, 1
10.597268500000000, 1, 0
10.597347500000000, 1, 1
10.597385500000000, 1, 0
10.597410999999999, 1, 1
10.597437500000000, 1, 0
10.597543000000000, 1, 1
10.597569000000000, 1, 0
10.597621499999999, 1, 1
10.597653500000000, 1, 0
10.597785000000000, 1, 1
10.597811499999999, 1, 0
10.597890000000000, 1, 1
10.599646000000000, 1, 0
10.599672000000000, 1, 1
